 "bdr" , "w" , "bc" , "trl" ,
 "http://purl.bdrc.io/resource/P7641" , "http://www.sudoc.fr/053549627/id" , "Les étapes de la méditation  : commentaire de Sa Sainteté sur le texte de Kamalashîla  / Sa Sainteté le dalai͏̈-lama,...  ; trad. de l'anglais, notes et glossaire, Philippe Cornu avec la collab. de Virginie Rouanet / Paris : G. Trédaniel , 2000" , "Cornu, Philippe (1957-....)" ,
 "http://purl.bdrc.io/resource/P7641" , "http://www.sudoc.fr/053549627/id" , "Les étapes de la méditation  : commentaire de Sa Sainteté sur le texte de Kamalashîla  / Sa Sainteté le dalai͏̈-lama,...  ; trad. de l'anglais, notes et glossaire, Philippe Cornu avec la collab. de Virginie Rouanet / Paris : G. Trédaniel , 2000" , "Rouanet, Virginie (19..-....)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/055871259/id" , "Gora  = = Gora :   / Rabindranath Tagore  ; traduction de l'anglais de Marguerite Clotz  ; entièrement revue sur le texte bengali par Pierre Fallon / Paris : Robert Laffont , DL 1961" , "Fallon, Pierre (19..-....)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/055871259/id" , "Gora  = = Gora :   / Rabindranath Tagore  ; traduction de l'anglais de Marguerite Clotz  ; entièrement revue sur le texte bengali par Pierre Fallon / Paris : Robert Laffont , DL 1961" , "Glotz, Marguerite (1886-19..)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/089837258/id" , "Yogayog  = = Nexus :   / Rabindranath Tagore  ; translated from Bangla, with notes, by Hiten Bhaya / New Delhi : Rupa , 2003" , "Bhaya, Hiten" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/05199853X/id" , "Le jardinier d'amour  ;  suivi de La jeune lune  / Rabindranath Tagore  ; traduit par H. Mirabaud-Thorens [et] par Mme Sturge-Moore/ Nouvelle édition / Paris : Gallimard , impr. 1935" , "Mirabaud-Thorens, Henriette (1881-1943)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/05199853X/id" , "Le jardinier d'amour  ;  suivi de La jeune lune  / Rabindranath Tagore  ; traduit par H. Mirabaud-Thorens [et] par Mme Sturge-Moore/ Nouvelle édition / Paris : Gallimard , impr. 1935" , "Sturge-Moore, Marie (18..-19..)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/125317344/id" , "La jeune lune  / Rabindranath Tagore  ; traduit par Mme Sturge-Moore  ; avec un portrait de l' auteur gravé sur bois par Georges Aubert / Paris : Nouvelle revue française , impr. 1923" , "Sturge-Moore, Marie (18..-19..)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/179490613/id" , "Eine Anthologie  / Rabindranath Tagore  ; Hrsg. von Amiya Chandra Chakravarty  ; [Dt. Übers. von Emil Engelhardt, Gabriele Maria Muncker u. A. Haas] / Freiburg im Breisgau : Hyperion-Verlag , 1961" , "Chakravarty, Amiya Chandra (1901-....)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/130743658/id" , "De l'aube au crépuscule  : poésie  / Rabindranath Tagore  ; textes choisis par Herbert F. Vetter  ; traduction de l'anglais par Laurence Fritsch  ; préface d'Albert Schweitzer / [Paris] : Éditions Points , DL 2008" , "Fritsch, Laurence E." ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/123193206/id" , "Les rêves de mon père  : document  / Barack Obama  ; traduit de l'anglais (Etats-Unis) par Danièle Darneau / [Paris] : Presses de la Cité" , "Darneau, Danièle" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/169924297/id" , "La  reine des prières  : un commentaire sur "La reine des aspirations de la noble conduite excellente"  / par Shamar Rinpoché  ; traduit de l'anglais par Audrey Desserrières / La Remuée : Rabsel , DL 2013, cop. 2013" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/055783899/id" , "Chitra  : drame en un acte et neuf scènes  / Rabindranath Tagore  ; [traduction en français par Amrita d'après le texte de l'édition indienne]/ 2e édition / Gap : Ophrys , impr. 1950" , "Amrita Pritam (1919-2005)" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/090822897/id" , "La maison et le monde  / Rabindranath Tagore  ; traduction française par F. Roger-Cornaz / Paris : Payot , 1926" , "Cornaz, F. Roger" ,
 "http://purl.bdrc.io/resource/P8323" , "http://www.sudoc.fr/064345734/id" , "Sadhana  / Rabindra Nath Tagore  ; traduction et préface de Jean Herbert / Paris : A. Maisonneuve , 1940" , "Herbert, Jean (1897-1980)" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/176568026/id" , "Kindly bent to ease us  part 2, Meditation = bSam-gtan ngal-gso  : from the trilogy of finding comfort and ease = Ngal-gso skor-gsum  / Klong-chen rab-'byams-pa  ; translated from the Tibetan and annotated by Herbert V. Guenther / Berkeley, CA : Dharma Publishing , 1976" , "Guenther, Herbert V. (1917-2006)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/22947781X/id" , "Au coeur de la sagesse  : manuel de la pratique du mahāmudrā  / Shamar rinpoché  ; mis en forme et traduit par Tina Draszczyk  ; traduit de l'anglais par Audrey Desserrières / impr. en Bulgarie" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/18348147X/id" , "Un  cygne doré dans des eaux tourmentées  : la vie et l'époque du 10e karmapa, Chöying Dorjé  / Shamar Rinpoché  ; traduit de l'anglais par Audrey Desserrières / La Remuée : Rabsel éditions , DL 2014" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/204302498/id" , "Comment pratiquer le dharma  : enseignements sur les huit préoccupations mondaines  / lama Zopa rinpoché  ; traduit de l'anglais par Éléa Redel / Marzens : Éditions Vajra Yogini" , "Redel, Eléa" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/081565771/id" , "The practice of Dzogchen  / by Longchen Rabjam  ; introduced, translated, and annotated by Tulku Thondup  ; edited by Harold Talbott/ 3ème ed. / Ithaca, N.Y. : Snow Lion Publications , 2002" , "Thondup (1937-.... ; tulku)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/136477003/id" , "Yes we can  : discours de Barack Obama, candidat à la présidence des Etats-Unis, à Nashua (New Hampshire), le 8 janvier 2008  : discours d'investiture à la présidence des Etats-Unis de Franklin D. Roosevelt, à Washington, le 4 mars 1933  / Barack Obama, Franklin D. Roosevelt  ; [traduit de l'anglais par Pascale Haas]/ Édition bilingue / Paris : Points , DL 2009" , "Haas, Pascale" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/156442809/id" , "Old man basking in the sun  : Longchen Rabjampa's Treasury of natural perfection  / foreword by Chogyal Namkhai Norbu  ; translation and commentary Keith Dowman / Kathmandu : Vajra Boks , c2006" , "Dowman, Keith" ,
 "http://purl.bdrc.io/resource/P66" , "http://www.sudoc.fr/114057419/id" , "Le traité des 5 sagesses et des 8 consciences  : traduction et commentaire de l'ouvrage du IIIe Karmapa Rangjoung Dorjé, "Le traité distinguant conscience individuelle et sagesse"  / Thrangou Rimpoché  ; traduction anglaise de Peter Roberts  ; [préface de Peter A. Roberts]  ; traduit en français de l'anglais et du tibétain par Tashi Tcheudreun / Saint-Cannat : Claire lumière , impr. 2007" , "Roberts, Peter Alan (1952-....)" ,
 "http://purl.bdrc.io/resource/P66" , "http://www.sudoc.fr/114057419/id" , "Le traité des 5 sagesses et des 8 consciences  : traduction et commentaire de l'ouvrage du IIIe Karmapa Rangjoung Dorjé, "Le traité distinguant conscience individuelle et sagesse"  / Thrangou Rimpoché  ; traduction anglaise de Peter Roberts  ; [préface de Peter A. Roberts]  ; traduit en français de l'anglais et du tibétain par Tashi Tcheudreun / Saint-Cannat : Claire lumière , impr. 2007" , "Tcheudreun, Tashi (19..-....)" ,
 "http://purl.bdrc.io/resource/P827" , "http://www.sudoc.fr/094847673/id" , "Mahāmudrā  : the quintessence of mind and meditation  / Takpo Tashi Namgyal  ; translated and annotated by Lobsang P. Lhalungpa  ; foreword by Chögyam Trungpa / Boston : Shambhala , cop. 1986" , "Lhalungpa, Lobsang Phuntshok (1926-2008)" ,
 "http://purl.bdrc.io/resource/P7641" , "http://www.sudoc.fr/103884882/id" , "La progression dans la méditation  : (Bhāvanākrama de Kamalaśīla)  / traduit du sanscrit et du tibétain par José van den Broeck / Bruxelles : Institut belge des hautes études boudhiques , 1977" , "Van Den Broeck, José" ,
 "http://purl.bdrc.io/resource/P66" , "http://www.sudoc.fr/156422662/id" , "Les deux visages de l'esprit  : traité de la distinction entre la conscience partielle et la connaissance primordiale  / Shamar Rinpoché  ; trad. [du tibétain] par lama Yéshé Nyingpo / Saint-Léon-sur-Vézère : Éd. Dzambala , 1995" , "Yeshe Nyingpo (19..-....)" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/102369216/id" , "The Precious Treasury of the Basic Space of Phenomena  / Longchen Rabjam  ; translated under the direction of His Eminence Chagdud Tulku Rinpoche by Richard Barron (Chökyi Nyima)  ; edited by members of the Padma Translation Committee, Susanne Fairclough ... [et al.] / Junction City, Calif. : Padma Publishing , cop. 2001" , "Barron, Richard (1952-....)" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/082590486/id" , "La guérison ultime  : le pouvoir de la compassion  / lama Thoubtèn Zopa Rinpoché  ; trad. de l'anglais par Eléa Redel  ; assistée de Dominique Régibo et Michelle Le Dimna / Marzens : Éd. Vajra Yogini , 2004" , "Redel, Eléa" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/049914618/id" , "Cette précieuse renaissance humaine  / Lama Thoubten Zopa Rinpoché  ; traduit de l'anglais par Philippe Penot, assisté de Gérald Million / Marzens : Éd. Vajra Yogini , cop. 1991" , "Penot, Philippe" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/049914618/id" , "Cette précieuse renaissance humaine  / Lama Thoubten Zopa Rinpoché  ; traduit de l'anglais par Philippe Penot, assisté de Gérald Million / Marzens : Éd. Vajra Yogini , cop. 1991" , "Million, Gérald (1954-....)" ,
 "http://purl.bdrc.io/resource/P7798" , "http://www.sudoc.fr/107267217/id" , "Le Pur et l'impur  : regard sur le Vajrayana  / Bokar Rimpotché et Khènpo Deunyeu  ; traduction : Tcheuky Sèngué et Rintchèn Tsomo  ; introduction et notes : Tcheuky Sèngué / Eguilles : Association Claire Lumière , 1986" , "Tcheuky Sèngué (1949-....)" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/021136653/id" , "A visionary journey  / Longchenpa  ; translated and annotated by Herbert V. Guenther / Boston : Shambhala , c1989" , "Guenther, Herbert V. (1917-2006)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/224058096/id" , "Le pouvoir de l'espoir  : discours de fin de mandat janvier 2017  / Barack & Michelle Obama  ; traduit de l'anglais (Etats-Unis) par Emmanuelle et Philippe Aronson/ Edition bilingue / Paris : Points , DL 2018" , "Aronson, Philippe (1967-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/224058096/id" , "Le pouvoir de l'espoir  : discours de fin de mandat janvier 2017  / Barack & Michelle Obama  ; traduit de l'anglais (Etats-Unis) par Emmanuelle et Philippe Aronson/ Edition bilingue / Paris : Points , DL 2018" , "Aronson, Emmanuelle" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/145920550/id" , "Conseils du coeur pour la mort et la fin de vie  / lama Thoubtèn Zopa Rinpoché  ; traduit de l'anglais par la vénérable Ténzin Ngeunga et Eléa Redel / Marzens : Éd. Vajra Yogini , impr. 2010" , "Ténzin Ngeunga (19..-....)" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/145920550/id" , "Conseils du coeur pour la mort et la fin de vie  / lama Thoubtèn Zopa Rinpoché  ; traduit de l'anglais par la vénérable Ténzin Ngeunga et Eléa Redel / Marzens : Éd. Vajra Yogini , impr. 2010" , "Redel, Eléa" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/231166486/id" , "Discours choisis  / Barack Obama  ; anthologie constituée, traduite, présentée et annotée par Juliette Bourdin / Paris : Gallimard , DL 2018" , "Bourdin, Juliette (1978-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/15330202X/id" , "El  camino al despertar  / un comentario de Shamar Rinpoche sobre "Los siete puntos del entrenamiento de la mente" escrito por Ja Chekawa Yeshe Dorje  ; traducido del tibetano al inglés por Lara Braitstein  ; traducción española de María Cámara Serrano / La Remuée : Rabsel , DL 2011" , "Braitstein, Lara (1971-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/251024415/id" , "De la race en Amérique  / Barack Obama  ; traduction et postface de François Clémenceau / Paris : Bernard Grasset , DL 2017" , "Clemenceau, François" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/233005633/id" , "L' audace d'espérer  : une nouvelle conception de la politique américaine  / Barack Obama  ; traduit de l'anglais (État-Unis) par Jacques Martinache / Paris : Éditions Points , DL 2018" , "Martinache, Jacques" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/231795262/id" , "Lo djong, la voie vers l'éveil  : ou Comment le bouddhisme et ses "Sept points de l'entraînement de l'esprit" peuvent vous mener vers une vie heureuse et éveillée  / Shamar Rinpoché  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel éditions , DL 2018" , "Braitstein, Lara (1971-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/231795262/id" , "Lo djong, la voie vers l'éveil  : ou Comment le bouddhisme et ses "Sept points de l'entraînement de l'esprit" peuvent vous mener vers une vie heureuse et éveillée  / Shamar Rinpoché  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel éditions , DL 2018" , "Thomas, Dominique (1955-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/177368322/id" , "Au coeur de la méditation bouddhique  : vers l'éveil sans attaches ni limites  / Shamar Rinpoché  ; traduit de l'anglais par Audrey Desserrières / [La Remuée] : Rabsel , impr. 2013" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/232687323/id" , "Les rêves de mon père  : document  / Barack Obama  ; traduit de l'anglais (Etats-Unis) par Danièle Darneau / Paris : Points , DL 2018" , "Darneau, Danièle" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/251041891/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (État-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Demarty, Pierre (1976-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/251041891/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (État-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Richard, Nicolas (1963-.... ; traducteur)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/251041891/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (État-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Recoursé, Charles (1982-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/260218944/id" , "Born in the USA  : rêves, mythes, musique  / Barack Obama, Bruce Springsteen  ; traduit de l'anglais (États-Unis) par Nicolas Richard / Paris : Fayard , DL 2021" , "Richard, Nicolas (1963-.... ; traducteur)" ,
 "http://purl.bdrc.io/resource/P7390" , "http://www.sudoc.fr/227389964/id" , "Et si vous m'expliquiez le bouddhisme ?  / Ringou Tulkou rimpotché  ; traduit de l'anglais et adapté par Corinne Segers et Inès Wouters  ; préface de Matthieu Ricard / Paris : NiL , DL 2018" , "Segers, Corinne" ,
 "http://purl.bdrc.io/resource/P7390" , "http://www.sudoc.fr/227389964/id" , "Et si vous m'expliquiez le bouddhisme ?  / Ringou Tulkou rimpotché  ; traduit de l'anglais et adapté par Corinne Segers et Inès Wouters  ; préface de Matthieu Ricard / Paris : NiL , DL 2018" , "Wouters, Inès" ,
 "http://purl.bdrc.io/resource/P6951" , "http://www.sudoc.fr/259106267/id" , "Aṣṭāṅga hṛdaya of Vāgbhaṭa  volume 1, Sūtrasthāna and Śārīrasthāna  / translated by Dr. B. Rama Rao / Varanasi, India : Chaukhambha Vishvabharati , 2016" , "Rama Rao, B. (1937-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/260863947/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Le livre de poche , DL 2020" , "Demarty, Pierre (1976-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/260863947/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Le livre de poche , DL 2020" , "Richard, Nicolas (1963-.... ; traducteur)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/260863947/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Le livre de poche , DL 2020" , "Recoursé, Charles (1982-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/250770687/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Demarty, Pierre (1976-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/250770687/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Richard, Nicolas (1963-.... ; traducteur)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/250770687/id" , "Une terre promise  / Barack Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard / Paris : Fayard , DL 2020" , "Recoursé, Charles (1982-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/242475094/id" , "Donner vie à l'entrâinement de l'esprit  : une exploration du "Manuel concis du lojong" du Ve shamarpa  / Shamar rinpoché  ; introduction et glossaire de lama Jampa Thayé  ; mise en forme de Pamela Gayle White  ; traduit de l'anglais par Audrey Desserières / La Remuée : Rabsel éditions , DL 2019" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P66" , "http://www.sudoc.fr/126560544/id" , "Savoir méditer  / Bokar Rimpoché  ; traduit [du tibétain] par Cheuky Sèngué / Saint-Cannat : Claire lumière , cop. 2008" , "Tcheuky Sèngué (1949-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/187605254/id" , "Lo djong, la voie vers l'éveil ou Comment le bouddhisme et ses "Sept points de l'entraînement de l'esprit" peuvent vous mener vers une vie heureuse et éveillée  / Shamar Rinpoché  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel éditions , DL 2015" , "Braitstein, Lara (1971-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/187605254/id" , "Lo djong, la voie vers l'éveil ou Comment le bouddhisme et ses "Sept points de l'entraînement de l'esprit" peuvent vous mener vers une vie heureuse et éveillée  / Shamar Rinpoché  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel éditions , DL 2015" , "Thomas, Dominique (1955-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/187605262/id" , "Vejen til oplysning  : hvordan buddhismens "Syv punkts sindstroening" kan guide dig til et liv i gloede og visdom  / Shamar Rinpoche  ; redigeret og oversat af Lara Braitstein  ; oversat fra engelsk til dansk af Kirsti Witting / La Remuée : Rabsel éditions , DL 2015" , "Braitstein, Lara (1971-....)" ,
 "http://purl.bdrc.io/resource/P1583" , "http://www.sudoc.fr/190505931/id" , "Anthologie du dzogchen  : écrits sur la grande perfection  / Longchenpa  ; introduction, traduction du tibétain et notes de Tulku Thondup  ; traduit de l'anglais par Serge Zaludkowski / Paris : Almora , DL 2015" , "Zaludkowski, Serge" ,
 "http://purl.bdrc.io/resource/P4548" , "http://www.sudoc.fr/226821005/id" , "Le  coeur de la voie  : voir le maître comme un bouddha  / enseignements de lama Zopa rinpoché  ; adaptation pour l'écrit, Ailsa Cameron  ; traduction de l'anglais, Mikhaël Djampa Landrieux et vén. Tenzin Ngeunga / 46-Mercuès : Impr. France-Quercy" , "Ténzin Ngeunga (19..-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/146557573/id" , "La  voie vers l'éveil  / un commentaire de Shamar Rinpoché sur "Les sept points de l'entraînement de l'esprit" écrit par Dja Tchékawa Yéshé Dordjé  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel , DL 2010" , "Braitstein, Lara (1971-....)" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/146557573/id" , "La  voie vers l'éveil  / un commentaire de Shamar Rinpoché sur "Les sept points de l'entraînement de l'esprit" écrit par Dja Tchékawa Yéshé Dordjé  ; mis en forme et traduit du tibétain en anglais par Lara Braitstein  ; traduction française de Dominique Thomas / La Remuée : Rabsel , DL 2010" , "Thomas, Dominique (1955-....)" ,
 "http://purl.bdrc.io/resource/P4CZ16794" , "http://www.sudoc.fr/238280330/id" , "大乘阿毘達磨雜集論 外  / [安慧]  / [無著]  ; [玄裝 한역]  ; 이한정, 홍승균 옮김 / 서울 : 동국대학교부설 동국역경원 , 1997" , "Xuanzang (0596?-0664)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/231898061/id" , "Discours d'adieu aux Américains  / Barack Obama  ; texte traduit et présenté par Alain Chardonnens avec le concours de Marianne Chenebier/ Ed. bilingue français-anglais. / Paris : L'Harmattan , 2018" , "Chardonnens, Alain (1971-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/231898061/id" , "Discours d'adieu aux Américains  / Barack Obama  ; texte traduit et présenté par Alain Chardonnens avec le concours de Marianne Chenebier/ Ed. bilingue français-anglais. / Paris : L'Harmattan , 2018" , "Chenebier, Marianne" ,
 "http://purl.bdrc.io/resource/P853" , "http://www.sudoc.fr/249257890/id" , "Un  chemin de pratique  : le programme Bodhi path  / Shamar rinpoché  ; mis en forme par Tina Draszczyk  ; traduit de l'anglais par Audrey Desserrières / La Remuée : Rabsel éditions , DL 2020" , "Desserrières, Audrey (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/257950346/id" , "Une terre promise  / Barak Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard  ; texte intégral lu par Jérémie Covillault  ; en bonus, la préface en anglais lue par Barack Obama / [Paris] : Audiolib" , "Demarty, Pierre (1976-....)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/257950346/id" , "Une terre promise  / Barak Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard  ; texte intégral lu par Jérémie Covillault  ; en bonus, la préface en anglais lue par Barack Obama / [Paris] : Audiolib" , "Richard, Nicolas (1963-.... ; traducteur)" ,
 "http://purl.bdrc.io/resource/P3CN21862" , "http://www.sudoc.fr/257950346/id" , "Une terre promise  / Barak Obama  ; traduit de l'anglais (États-Unis) par Pierre Demarty, Charles Recoursé et Nicolas Richard  ; texte intégral lu par Jérémie Covillault  ; en bonus, la préface en anglais lue par Barack Obama / [Paris] : Audiolib" , "Recoursé, Charles (1982-....)" ,
 "http://purl.bdrc.io/resource/P6117" , "http://www.sudoc.fr/019334699/id" , "The Summary of the Great Vehicle  / Bodhisattva Asaṅga  ; [trad. du sanskrit au chinois par] Paramārtha  ; [trad. du chinois par] John P. Keenan / Berkeley, Calif. : Numata Center for Buddhist Translation and Research , 1992" , "Paramārtha (0499-0569)" ,
 "http://purl.bdrc.io/resource/P6117" , "http://www.sudoc.fr/019334699/id" , "The Summary of the Great Vehicle  / Bodhisattva Asaṅga  ; [trad. du sanskrit au chinois par] Paramārtha  ; [trad. du chinois par] John P. Keenan / Berkeley, Calif. : Numata Center for Buddhist Translation and Research , 1992" , "Keenan, John P. (19..-....)" ,
 "http://purl.bdrc.io/resource/P1663" , "http://www.sudoc.fr/07934805X/id" , "Heart drops of dharmakaya  : Dzogchen practice of the Bön tradition  / by Shardza Tashi Gyaltsen  ; translation and commentary by Lopon Tenzin Namdak  ; introduction by Per Kvaerne  ; edited by Richard Dixey / Ithaca, N.Y. : Snow Lion Publications , 1993" , "bsTan 'dzin rnam dag (1926-.... ; sLob dpon)" ,
 "http://purl.bdrc.io/resource/P6117" , "http://www.sudoc.fr/107762943/id" , "La Somme du grand véhicule d'Asanga  / Par Etienne Lamote / Louvain-La-Neuve : Université de Louvain Institut orientaliste , 1973" , "Lamotte, Étienne (1903-1983)" ,
 "http://purl.bdrc.io/resource/P6119" , "http://www.sudoc.fr/078233585/id" , "L'Abhidharmakośa  : troisième chapitre  / de Vasubandhu  ; trad. et annoté par Louis de la Vallée Poussin  ; [éd. par la] société belge d'études orientales / Paris : P. Geuthner , 1926" , "La Vallée Poussin, Louis de (1869-1938)" ,
 "http://purl.bdrc.io/resource/P7326" , "http://www.sudoc.fr/058652841/id" , "Sûttânta = (entretiens)  / Gautama Bouddha  ; trad. du pâli par Paule Reuss / Paris : Ed. Adrien Maisonneuve , c1941" , "Reuss, Paule (18..-19..)" ,
 "http://purl.bdrc.io/resource/P4CZ321154" , "http://www.sudoc.fr/003867269/id" , "Frihet fra frykt  / Aung San Suu Kyi  ; red. Michael Aris  ; oversatt av Finn B. Larsen / Oslo : Cappelen , 1991" , "Larsen, Finn B" ,
 "http://purl.bdrc.io/resource/P6117" , "http://www.sudoc.fr/115574891/id" , "The universal vehicle discourse literature  = = Mahāyānasūtrālaṁkāra :   / by Maitreyanātha/Āryāsaṅga  ; together with its commentary (bhāṣya) by Vasubandhu  ; translated from the Sanskrit, Tibetan, and Chinese by L. Jamspal [et al.]  ; editor-in-chief, Robert A.F. Thurman / New York, NY : American Institute of Buddhist Studies, Columbia University , 2004" , "Jamspal, L. (1936-....)" ,
 "http://purl.bdrc.io/resource/P1056" , "http://www.sudoc.fr/063826356/id" , "Trésor des sentences  = = Subhāsitaratnanidhi :   / de Sa skya paṇḍita  ; trad. de Sonom Gara  ; par Louis Ligeti / Budapest : Akademiai Kiado , 1973" , "Sonom Gara" ,
 "http://purl.bdrc.io/resource/P1056" , "http://www.sudoc.fr/073381764/id" , "Trésor des sentences  = = Subhāsitaratnanidhi :   / de Sa skya paṇḍita  / par Louis Ligeti  ; traduction de Sonom Gara / Budapest : Akadémiai Kiadó , 1973" , "Sonom Gara" ,
