 "bdr" , "w" , "bc" , "trl" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/007518374/id" , "Un songe d'une nuit d'été  / [Shakespeare]  ; trad. de A. Koszul/ Quatrième tirage / Paris : Les Belles lettres , 1990" , "Koszul, André (1878-1956)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/080995438/id" , "Oeuvres complètes  XVI, Vénus et Adonis. Le viol de Lucrèce. Sonnets. Les plaintes d'une amoureuse. Le pélerin passionné. Le phénix et la colombe  / traduites par François-Victor Hugo/ [Nouv. éd.] / Paris : Lemerre , [1875-1880]" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/097801119/id" , "La Mégère apprivoisée  / William Shakespeare  ; trad. de Maurice Castelain / Paris : Les Belles Lettres , 1969" , "Castelain, Maurice (1872-19..)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/080995373/id" , "Oeuvres complètes  Tome dixième,   / de W. Shakespeare  ; traduites par François-Victor Hugo / Paris : A. Lemerre , [1878]" , "Hugo, François-Victor (1828-1873)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/005825229/id" , "Jules César  / Shakespeare  ; préface et traduction de Maurice Castelain / Paris : Aubier Montaigne , 1973" , "Castelain, Maurice (1872-19..)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/070705178/id" , "Antoine et Cléopâtre  / William Shakespeare  ; traduit de l'anglais et postface par Daniel Mesguich / Lagrasse : Verdier , DL 2003" , "Mesguich, Daniel (1952-....)" ,
 "http://purl.bdrc.io/resource/P8315" , "http://www.sudoc.fr/080995241/id" , "Oeuvres complètes  III,   / Shakespeare  ; traduction nouvelle par Benjamin Laroche / Paris : Charpentier , 1887" , "Laroche, Benjamin (1797-1852)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/203652282/id" , "สายน้ำแห่งความกรุณา  / ติช นัท ฮันห์ เขียน  ; พระสุรชัย มหาสิปฺโป แปล / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๓๕ [1992]" , "Surachai Songthāwǭnthwī (1953-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/228251141/id" , "Un prof heureux peut changer le monde  / Thich Nhat Hanh et Katherine Weare  ; Avant-propos de Jon Kabat-Zinn  ; Traduit de l'anglais par Marianne Coulin / Paris : Belfond , DL 2018" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/080144020/id" , "กุญแจเซน  / ติช นัท ฮันห์ เขียน  ; พจนา จันทรสันติ แปล/ พิมพ์ครั้งที่ ๘ / กรุงเทพฯ : สำนักพิมพ์มูลนิธิโกมลคีมทอง , ๒๕๔๖ [2003]" , "Photčhanā Čhantharasanti (1954-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/142293636/id" , "พุทธศาสนาในอนาคต  / ติช นัท ฮันห์ เขียน  ; พจนา จันทรสันติ; ชาญณรงค์ เมฆินทรางกูร แปล / กรุงเทพฯ : มูลนิธิโกมลคีมทอง , ๒๕๒๐ [1977]" , "Photčhanā Čhantharasanti (1954-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/142293636/id" , "พุทธศาสนาในอนาคต  / ติช นัท ฮันห์ เขียน  ; พจนา จันทรสันติ; ชาญณรงค์ เมฆินทรางกูร แปล / กรุงเทพฯ : มูลนิธิโกมลคีมทอง , ๒๕๒๐ [1977]" , "Chānnarong Mēkhintharāngkūn" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/196683173/id" , "Vivre en pleine conscience  : marcher  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2016, cop. 2016" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/203111192/id" , "Vivre en pleine conscience  : se détendre  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , 2017" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/197978533/id" , "L' art du pouvoir véritable  : se libérer des dépendances, de la peur et du désespoir  / Thich Nhat Hanh  ; traduit de l'anglais (États-Unis) par André Dommergues / Paris : J'ai lu , DL 2017" , "Dommergues, André" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/18877534X/id" , "เดิน  : วิถีแห่งสติ คู่มือการเดินจงกรม  / ติช นัท ฮันห์  ; รสนา โตสิตระกูล, แปล / กรุงเทพฯ : สำนักพิมพ์โกมลคีมทอง , ๒๕๒๘ [1985]" , "Rotsanā Tōsitrakūn" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/003883922/id" , "Bouddha vivant, Christ vivant  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / [Paris] : J.-C. Lattès , DL [1996]" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/060089903/id" , "Bouddha et Jésus sont des frères  / Thich Nhat Hanh  ; trad. de l'anglais par Marianne Coulin / Paris : le Grand livre du mois , 2001" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/223725617/id" , "Vivre en pleine conscience  : l'intégrale  : manger, s'asseoir, marcher, aimer, se détendre  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2017" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P7599" , "http://www.sudoc.fr/202705390/id" , "Der Mahāyāna-Buddhismus in den Augen eines Dichters  : Candragomins Schauspiel "Freude für die Menschen", sein "Brief an einen Schüler" und sein "Hymnus in Form eines Sündenbekenntnisses"  / übersetzt von Michael Hahn, unter Mitarbeit von Astrid Lohöfer / München : P. Kirchheim Verlag" , "Hahn, Michael (1941-2014)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/074322494/id" , "Le coeur des enseignements du Bouddha  : les quatre nobles vérités, le noble sentier des huit pratiques justes et autres enseignements fondamentaux du bouddhisme  / Thich Nhat Hanh  ; trad. de l'anglais par Marianne Coulin / Paris : La Table ronde , 2003" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/08069750X/id" , "La colère  : transformer son énergie en sagesse  / Thich Nhat Hanh  ; trad. de l'anglais par Loi͏̈c Cohen / Paris : Pocket , 2004" , "Cohen, Loïc" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/188775412/id" , "อานาปานสติสูตร  : กุญแจสู่การตื่นอยู่เสมอ  / ติช นัท ฮันห์ เขียน  ; ประชา หุตานุวัตร แปล / กรุงเทพฯ : สำนักพิมพ์อักษรสาสน์ , [๒๕๓๒ [1989]]" , "Prachā Hutānuwat (1952-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/004168321/id" , "Transformation et guérison  : le sutra des quatre établissements de l'attention  / Thich Nhat Hanh  ; trad. de l'anglais par Sylvie Carteron / Paris : A. Michel , 1997" , "Carteron, Sylvie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/059004029/id" , "Changer l'avenir  : pour une vie harmonieuse  / Thich Nhat Hanh  ; trad. de l'anglais par Marianne Coulin / Paris : A. Michel , 2000" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/167190636/id" , "The moon bamboo  / Thich Nhat Hanh  ; translated from the Vietnamese by Vo-Dinh Mai and Mobi Ho  ; illustrations by Vo-Dinh Mai  ; introduction by Mobi Ho / Berkeley, California : Parallax Press" , "Vo, Dinh Mai (1933-2009)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/167190636/id" , "The moon bamboo  / Thich Nhat Hanh  ; translated from the Vietnamese by Vo-Dinh Mai and Mobi Ho  ; illustrations by Vo-Dinh Mai  ; introduction by Mobi Ho / Berkeley, California : Parallax Press" , "Ho, Mobi (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/085656283/id" , "Love in action  : la non-violence au service des autres  / Thich Nhat Hanh  ; trad. de l'américain par Marie-Béatrice Jehl / Saint-Jean-de-Braye : Dangles , 2004" , "Jehl, Marie-Béatrice" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/228484855/id" , "S'asseoir en pleine conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / [Paris] : Pocket , DL 2018" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/045294224/id" , "Transformation et guérison  : le Sutra des quatre établissements de l'attention  / Thích Nhât́ Hạnh  ; traduit de l'anglais par Sylvie Carteron / Paris : Albin Michel , 1997" , "Carteron, Sylvie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/035980974/id" , "Bouddha vivant, Christ vivant  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / [Paris] : Marabout , DL [1998]" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/175678472/id" , "La  peur  : conseils de sagesse pour traverser la tempête  / Thich Nhât Hanh  ; [traduit par la Sangha du Village des Pruniers] / [Paris] : le Grand livre du mois , cop. 2013" , "Village des Pruniers (France)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/180985361/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhat Hanh  ; traduit de l'anglais par Bénédicte Genot / [Paris] : Grand Livre du mois , impr. 2014" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/076672913/id" , "Bouddha et Jésus sont des frères  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Gordes : le Relié , DL [2002]" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/157909247/id" , "Bouddha et Jésus sont des frères  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Gordes : le Relié , impr. 2011" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P7599" , "http://www.sudoc.fr/099512572/id" , "Candragomins Lokānandanātaka  : nach dem tibetischen Tanjur herausgegeben und übersetzt  / ein Beitrag zur klassischen indischen Schauspieldichtung, von Michael Hahn / Wiesbaden : O. Harrassowitz , 1974" , "Hahn, Michael (1941-2014)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/122972082/id" , "L'énergie de la prière  : comment approfondir votre pratique spirituelle  / Thich Nhat Hanh  ; [traduit de l'anglais par Annie Richelet] / Paris : le Courrier du livre" , "Richelet, Annie" ,
 "http://purl.bdrc.io/resource/P7599" , "http://www.sudoc.fr/192188291/id" , "Joy for the world  : a Buddhist play  / by Candragomin  ; translated with an introduction and notes by Michael Hahn / Berkeley, CA : Dharma Publishing , cop. 1987" , "Hahn, Michael (1941-2014)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/053187040/id" , "L'esprit d'amour  : la pratique du regard profond dans la tradition bouddhiste mahayana  / Thich Nhat Han  ; trad. de l'américain par Marianne Coulin / [Paris] : J.C. Lattès , 1997" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/185694659/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhat Hanh  ; traduit de l'anglais par Bénédicte Genot / Paris : Pocket , DL 2015, cop. 2014" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/075817721/id" , "Il n'y a ni mort ni peur  : une sagesse réconfortante pour la vie  / Thich Nhat Hanh  ; préf. de Pritam Singh  ; trad. de l'anglais par Marianne Coulin / Paris : la Table ronde , 2003" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/113536852/id" , "Esprit d'amour, esprit de paix  : mettre fin à la violence en vous-même, dans votre famille, dans votre communauté et dans le monde  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphane Carn / Paris : Pocket , DL 2007" , "Carn, Stéphane (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/194540421/id" , "Vivre en pleine conscience  : manger  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2016" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/159521300/id" , "Le  miracle de la pleine conscience  : manuel pratique de méditation  / Thich Nhat Hanh  ; [trad. par Neige Marchand et Francis Chauvet]  ; [postf. de James Forest] / Paris : l'Espace bleu , 1994" , "Chauvet, Francis (1958-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/219457816/id" , "La  Terre est ma demeure  : autoportrait d'un artisan de paix  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2017" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/052087301/id" , "Feuilles odorantes de palmier  : journal 1962-1966  / Thich Nhat Hanh  ; trad. de l'anglais par Jean-Pierre Cartier / Paris : la Table ronde , 2000" , "Cartier, Jean-Pierre" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/081563027/id" , "ศานติในเรือนใจ  : เรียนรู้ศิลปะการดำเนินชีวิตอย่างมีสติและผาสุก  / ติช นัท ฮันห์ เขียน  ; ธีรเดช อุทัยวิทยารัตน์ แปล/ พิมพ์ครั้งที่ ๓ [3e éd.] / กรุงเทพฯ : สำนักพิมพ์มูลนิธิโกมลคีมทอง , ๒๕๔๕ [2002]" , "Thīradēt ʿUthayawitthayārat" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/199584486/id" , "พิธีกรรมสำหรับพุทธศาสนิกร่วมสมัย  = = Plum village chanting book :   / ของ ติช นัท ฮันห์, รจนา  ; ส. ศิวรักษ์, แปลและเรียบเรียง / กรุงเทพฯ : เรือนแก้วการพิมพ์ , ๒๕๓๖ [1993]" , "Sulak Siwarak (1933-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/004034511/id" , "La paix, un art, une pratique  : une approche bouddhiste  / Thich Nhat Hanh  ; [trad. de Francis Chauvet]/ [Nouv. éd.] / Paris : Bayard éd.-Centurion , 1996" , "Chauvet, Francis (1958-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/113941986/id" , "La paix, un art, une pratique  : approche bouddhiste  / Thích Nhất Hạnh  ; [traduction de Francis Chauvet] / [Paris] : Centurion" , "Chauvet, Francis (1958-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/196847125/id" , "The dragon prince  : stories and legends from Vietnam  / by Thich Nhat Hanh  ; [traduit par Mobi Warren, Vo Dinh Mai, Dinh Nghiem]/ [Large print edition] / [Sydney] : Read How You Want , [201. ?]" , "Nghiem, Dinh" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/196847125/id" , "The dragon prince  : stories and legends from Vietnam  / by Thich Nhat Hanh  ; [traduit par Mobi Warren, Vo Dinh Mai, Dinh Nghiem]/ [Large print edition] / [Sydney] : Read How You Want , [201. ?]" , "Mai, Vo Dinh" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/196847125/id" , "The dragon prince  : stories and legends from Vietnam  / by Thich Nhat Hanh  ; [traduit par Mobi Warren, Vo Dinh Mai, Dinh Nghiem]/ [Large print edition] / [Sydney] : Read How You Want , [201. ?]" , "Warren, Mobi" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/095952012/id" , "Esprit d'amour, esprit de paix  : mettre fin à la violence en vous-même, dans votre famille, dans votre communauté et dans le monde  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphane Carn / Paris : J.-C. Lattès , DL 2005" , "Carn, Stéphane (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/121513262/id" , "Pour une métamorphose de l'esprit  : cinquante stances sur la nature de la conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Paris : Pocket , impr. 2007" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/004065182/id" , "L'enfant de pierre  : et autres contes bouddhistes  / Thich Nhat Hanh  ; trad. de l'anglais par Marianne Coulin / Paris : A. Michel , cop. 1997" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/003577783/id" , "La vision profonde  : de la pleine conscience à la contemplation intérieure  / Thich Nhat Hanh  ; trad. de l'anglais par Philippe Kerforne / [Paris] : Albin Michel" , "Kerforne, Philippe" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/194397009/id" , "Apaiser l'esprit face à la violence  : la réponse du zen au terrorisme  / Thich Nhat Nanh  ; traduit de l'anglais par Jeanne Schut / Paris : le Courrier du livre , DL 2016" , "Schut, Jeanne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/188775358/id" , "ปาฏิหาริย์แห่งการตื่นอยู่เสมอ  : คู่มือฝึกสมาธิสำหรับคนหนุ่มสาว ที่ปฏิบัติการในสังคม  / พระติช นัท ฮันห์ เขียน  ; พระประชา ปสนฺนธมฺโม แปล/ พิมพ์ครั้งที่ห้า [5e éd.] / กรุงเทพฯ : สำนักพิมพ์มูลนิธิโกมลคีมทอง , ๒๕๒๖ [1983]" , "Prachā Pasannathammō" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/139233474/id" , "Le  prince dragon  : contes et récits du Viêt Nam  / Thich Nhat Hanh  ; [traduit de la version anglaise par Marie-Noëlle Antolin] / Paris : le Courrier du livre , impr. 2009" , "Antolin, Marie-Noëlle" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/074496476/id" , "La sérénité de l'instant  : paix et joie à chaque pas  / Thich Nhat Hanh  ; Trad. de l'américain par Éric Sterling Collins et Marie-Béatrice Jehl / St-Jean-de-Braye (Loiret) : Editions Dangles" , "Sterling Collins, Éric" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/074496476/id" , "La sérénité de l'instant  : paix et joie à chaque pas  / Thich Nhat Hanh  ; Trad. de l'américain par Éric Sterling Collins et Marie-Béatrice Jehl / St-Jean-de-Braye (Loiret) : Editions Dangles" , "Jehl, Marie-Béatrice" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/17036979X/id" , "คือเมฆสีขาว ทางก้าวเก่าแก่  เล่ม ๑,   / ติช นัท ฮันห์  ; รสนา โตสิตระกูล; สันติสุข โสภณสิริ, แปล / กรุงเทพฯ : สำนักพิมพ์มูลนิธิโกมลคีมทอง , ๒๕๓๙ [1996]" , "Rotsanā Tōsitrakūn" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/17036979X/id" , "คือเมฆสีขาว ทางก้าวเก่าแก่  เล่ม ๑,   / ติช นัท ฮันห์  ; รสนา โตสิตระกูล; สันติสุข โสภณสิริ, แปล / กรุงเทพฯ : สำนักพิมพ์มูลนิธิโกมลคีมทอง , ๒๕๓๙ [1996]" , "Santisuk Sōphonsiri" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/110376242/id" , "La paix en soi, la paix en marche  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Paris : A. Michel , impr. 2006" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/221376623/id" , "L' art de la paix  : apprendre à se réconcilier avec soi-même et les autres  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphane Carn/ 2e éd. / [Paris] : JC Lattès , DL 2017" , "Carn, Stéphane (19..-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/003810828/id" , "La respiration essentielle  ;  suivi de Notre rendez-vous avec la vie  / Thich Nhat Hanh  ; traduit de l'anglais par Philippe Kerforne / Paris : Albin Michel , DL 1996" , "Kerforne, Philippe" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/193940507/id" , "ปัจจุบันเป็นเวลาประเสริฐสุด  : บทสวดภาวนาสำหรับพุทธศาสนิกร่วมสมัย  / พระติช นัท ฮันห์ รจนา  ; ส. ศิวรักษ์ แปล  ; มายุมิ โอคะ เขียนภาพประกอบ / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๓๔ [1991]" , "Sulak Siwarak (1933-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/001892819/id" , "Clefs pour le zen  / Thich Nhat Hanh  ; version française de l'auteur d'après son texte original vietnamien, revue par Luc Decaunes / Paris : Seghers , 1972" , "Decaunes, Luc (1913-2001)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/004237196/id" , "Le silence foudroyant  : soutra de la maîtrise du serpent  : suivi du soutra du diamant  / Thich Nhat Hanh  ; traduit de l'anglais par Zéno Bianu / Paris : Albin Michel , DL 1997" , "Bianu, Zéno (1950-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/204023831/id" , "Aimer  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2016" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/087491826/id" , "Il n'y a ni mort ni peur  : une sagesse réconfortante pour la vie  / Thich Nhat Hanh  ; préf. de Pritam Singh  ; traduit de l'anglais par Marianne Coulin / Paris : La Table Ronde , DL 2005" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/05956296X/id" , "Bouddha et Jésus sont des frères  / Thich Nhat Hanh  ; trad. de l'anglais par Marianne Coulin / Gordes : le Relié , 2001" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/228485177/id" , "Manger en pleine conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / [Paris] : Pocket , DL 2018" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/226820343/id" , "Les petits cailloux du bonheur  : la méditation au creux de la main  / Thich Nhat Hanh  ; illustrations de Charlotte des Ligneris  ; traduit de l'anglais (États-Unis) par Bénédicte Genot / [Paris] : PKJ" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/083031294/id" , "Enseignements sur l'amour  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Paris : Albin Michel , 2004" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/193635682/id" , "Vivre en pleine conscience  : s'asseoir  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Belfond , DL 2016" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/178234796/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhat Hanh  ; traduit de l'anglais par Bénédicte Genot / Paris : Belfond , impr. 2014" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/109104021/id" , "Maître Tăng Hôi  : premier maître de méditation au Vietnam et en Chine  / Thich Nhât Hanh  ; traduit du vietnamien par la Sangha du Village des Pruniers / Vannes : Sully , DL 2006" , "Village des Pruniers (France)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/228259231/id" , "สันติภาพทุกย่างก้าว  = = Peace is every step :   / ติช นัท ฮันห์ เขียน  / Thich Nhat Hanh  ; ประชา หุตานุวัตร; สุภาพร พงศ์พฤกษ์ แปล  ; ธีรยุทธ ดาวจันทึก บรรณาธิการ/ พิมพ์ครั้งที่สาม [3e éd.] / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๔๒ [1999]" , "Suphāphǭn Phongphrưk (1958-2003)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/228259231/id" , "สันติภาพทุกย่างก้าว  = = Peace is every step :   / ติช นัท ฮันห์ เขียน  / Thich Nhat Hanh  ; ประชา หุตานุวัตร; สุภาพร พงศ์พฤกษ์ แปล  ; ธีรยุทธ ดาวจันทึก บรรณาธิการ/ พิมพ์ครั้งที่สาม [3e éd.] / กรุงเทพฯ : สำนักพิมพ์ศยาม , ๒๕๔๒ [1999]" , "Prachā Hutānuwat (1952-....)" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/101497687/id" , "Pour une métamorphose de l'esprit  : cinquante stances sur la nature de la conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Marianne Coulin / Paris : la Table ronde , DL 2006" , "Coulin, Marianne" ,
 "http://purl.bdrc.io/resource/P7599" , "http://www.sudoc.fr/20130886X/id" , "Difficult beginnings  : three works on the Bodhisattva path  / Candragomin  ; translated, with commentary by Mark Tatz / Boston : Shambhala , 1985" , "Tatz, Mark" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/203675932/id" , "พระสูตรธรรมแปดประการสำหรับมหาบุรุษ  / ติช นัท ฮันท์ รจนา  ; สงบ งามมงคล แปล / กรุงเทพฯ : ศูนย์ไทย-ธิเบต , ๒๕๓๕ [1992]" , "Sangop Ngāmmongkhon" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/203143787/id" , "Prendre soin de l'enfant intérieur  : faire la paix avec soi  / Thich Nhat Hanh  ; traduit de l'anglais par Bénédicte Genot / [Paris] : Éditions France loisirs , DL 2017" , "Genot, Bénédicte" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/227337581/id" , "กุหลาบประดับดวงใจ  / ติช นัท ฮันท์  ; รสนา โตสิตระกูล แปล/ พิมพ์ครั้งที่ / [กรุงเทพฯ] : สำนักพิมพ์บ้านเพลง , ๒๕๓๗ [1994]" , "Rotsanā Tōsitrakūn" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/240967437/id" , "Marcher en pleine conscience  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / [Paris] : Pocket , DL 2019" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/249713403/id" , "Combattre  : apporter amour et compassion dans des situations conflictuelles  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / Paris : Plon , DL 2020" , "Chaut, Stéphanie" ,
 "http://purl.bdrc.io/resource/P3CN26286" , "http://www.sudoc.fr/231438990/id" , "Vivre en pleine conscience au quotidien  : manger, s'assoir, marcher, aimer, se détendre  / Thich Nhat Hanh  ; traduit de l'anglais par Stéphanie Chaut / impr. en Slovénie" , "Chaut, Stéphanie" ,
